issue_title,issue_html_url,issue_pr_html_url,pr_title,bug_symptom_type,bug_symptom_detail,bug_root_cause_type,bug_root_cause_detail,repo,issue_create_date,issue_close_date,issue_duration_days,issue_comment_count,fix_change_loc,fix_change_file_count
"zod-compat fails to detect standard Zod v4 schemas (missing _zod property), causing metadata loss",https://github.com/modelcontextprotocol/typescript-sdk/issues/1277,https://github.com/modelcontextprotocol/typescript-sdk/pull/1296,Fix Zod v4 schema description extraction,Execution Error,Data Processing and Parsing Error,Integration & Environment Errors,Dependency Version Incompatibility,modelcontextprotocol/typescript-sdk,2025-12-09T18:42:06Z,2025-12-15T15:46:13Z,5.88,0,77,2
1.21.1 breaks Jira MCP OAuth,https://github.com/modelcontextprotocol/typescript-sdk/issues/1103,https://github.com/modelcontextprotocol/typescript-sdk/pull/1108,[auth] Fix march spec fallback for metadata discovery ,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,modelcontextprotocol/typescript-sdk,2025-11-12T10:03:58Z,2025-11-13T19:31:43Z,1.39,3,78,2
Empty string for `tos_uri` and `logo_uri` causing validation errors during DCR as of 1.17.4,https://github.com/modelcontextprotocol/typescript-sdk/issues/940,https://github.com/modelcontextprotocol/typescript-sdk/pull/987,Allow empty string as valid URL in DCR workflow,Negotiation Failure,Authentication Failure,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/typescript-sdk,2025-09-12T14:22:37Z,2025-10-13T14:44:00Z,31.01,3,23,2
token_endpoint_auth_methods_supported should also support `none`,https://github.com/modelcontextprotocol/typescript-sdk/issues/1027,https://github.com/modelcontextprotocol/typescript-sdk/pull/1116,add none to test and the router.,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,modelcontextprotocol/typescript-sdk,2025-10-15T17:16:54Z,2025-11-18T15:34:33Z,33.93,0,4,2
"LATEST_PROTOCOL_VERSION is not set to ""2025-03-26""",https://github.com/modelcontextprotocol/typescript-sdk/issues/378,https://github.com/modelcontextprotocol/typescript-sdk/pull/410,Update protocol version,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/typescript-sdk,2025-04-21T18:21:58Z,2025-04-29T16:54:31Z,7.94,7,234,4
Error compiling schema.,https://github.com/modelcontextprotocol/typescript-sdk/issues/923,https://github.com/modelcontextprotocol/typescript-sdk/pull/1012,feat: pluggable JSON schema validator providers,Negotiation Failure,Discovery Failure,Integration & Environment Errors,Environment Configuration Issue,modelcontextprotocol/typescript-sdk,2025-09-05T21:53:39Z,2025-10-25T15:56:44Z,49.75,3,2507,14
[Sampling/Elicitation] Stateless servers silently failing on session-requiring features,https://github.com/modelcontextprotocol/typescript-sdk/issues/857,https://github.com/modelcontextprotocol/typescript-sdk/pull/1012,feat: pluggable JSON schema validator providers,Execution Error,Silent Error,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/typescript-sdk,2025-08-08T21:54:56Z,2025-10-25T15:56:44Z,77.75,7,2507,14
Registering multiple tools or resources fails,https://github.com/modelcontextprotocol/typescript-sdk/issues/124,https://github.com/modelcontextprotocol/typescript-sdk/pull/126,Fix registering multiple tools/resources/prompts,Deployment Failure,Deployment Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-01-21T02:37:55Z,2025-01-21T12:56:39Z,0.43,1,103,4
OAuth metadata url building should use authorization_server as base_url rather than mcp server url,https://github.com/modelcontextprotocol/typescript-sdk/issues/762,https://github.com/modelcontextprotocol/typescript-sdk/pull/763,fix: use authorization_server_url as issuer when fetching metadata,Negotiation Failure,Discovery Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/typescript-sdk,2025-07-11T09:04:25Z,2025-07-14T16:24:12Z,3.31,0,8,2
Elicitation feature fails on Cloudflare Workers due to AJV code generation (EvalError: Code generation from strings disallowed),https://github.com/modelcontextprotocol/typescript-sdk/issues/689,https://github.com/modelcontextprotocol/typescript-sdk/pull/1012,feat: pluggable JSON schema validator providers,Connection Termination,Connection Termination,Integration & Environment Errors,Environment Configuration Issue,modelcontextprotocol/typescript-sdk,2025-06-23T22:58:59Z,2025-10-25T15:56:43Z,123.71,11,2507,14
Make SDK work on Windows without additional arguments,https://github.com/modelcontextprotocol/typescript-sdk/issues/101,https://github.com/modelcontextprotocol/typescript-sdk/pull/198,Add cross spawn and the test for it,Deployment Failure,Deployment Failure,Integration & Environment Errors,Environment Configuration Issue,modelcontextprotocol/typescript-sdk,2024-12-19T11:47:26Z,2025-03-26T10:14:59Z,96.94,6,160,4
pnpm fails to build,https://github.com/modelcontextprotocol/typescript-sdk/issues/572,https://github.com/modelcontextprotocol/typescript-sdk/pull/1078,adds the transitive @types/express-serve-static-core dependency as a direct devDependency,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,modelcontextprotocol/typescript-sdk,2025-05-30T17:18:42Z,2025-12-01T11:47:04Z,184.77,2,8,2
Missing or wrong structuredContent blocks tools from reporting error,https://github.com/modelcontextprotocol/typescript-sdk/issues/654,https://github.com/modelcontextprotocol/typescript-sdk/pull/655,fix: skip validation if tool reports error,Execution Error,Data Validation Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-06-18T13:24:01Z,2025-06-24T16:14:12Z,6.12,1,64,2
Cannot set request or notification handler for custom types,https://github.com/modelcontextprotocol/typescript-sdk/issues/26,https://github.com/modelcontextprotocol/typescript-sdk/pull/33,"Fix typing for custom requests, notification, and result types",Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,modelcontextprotocol/typescript-sdk,2024-10-26T10:13:17Z,2024-11-05T16:36:04Z,10.27,0,220,4
MCP server can't properly handle tool without args,https://github.com/modelcontextprotocol/typescript-sdk/issues/453,https://github.com/modelcontextprotocol/typescript-sdk/pull/448,Fix `isZodRawShape` return false on empty object and add test,Deployment Failure,Deployment Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-05-06T02:13:59Z,2025-05-08T16:58:53Z,2.61,3,54,2
requestInit.headers do not work,https://github.com/modelcontextprotocol/typescript-sdk/issues/569,https://github.com/modelcontextprotocol/typescript-sdk/pull/571,fix: extra headers when they are a Headers object,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/typescript-sdk,2025-05-30T08:52:34Z,2025-06-27T16:29:08Z,28.32,0,54,2
InvalidParams error when all fields in the tool schema are optional,https://github.com/modelcontextprotocol/typescript-sdk/issues/400,https://github.com/modelcontextprotocol/typescript-sdk/pull/1404,fix(server): handle undefined arguments for tools with all optional params,Execution Error,Data Validation Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-04-24T16:01:56Z,2026-01-23T18:36:41Z,274.11,2,72,2
Fix flaky SSE tests: test_sse_client_basic_connection_mounted_app and test_request_context_isolation,https://github.com/modelcontextprotocol/python-sdk/issues/1777,https://github.com/modelcontextprotocol/python-sdk/pull/2073,fix: add HTTP readiness check to wait_for_server and remove dead code in SSE tests,Execution Hang/Poor Performance,Testing Hang,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/python-sdk,2025-12-11T14:19:36Z,2026-02-17T07:34:48Z,67.72,1,17,2
Registering prompts fails,https://github.com/modelcontextprotocol/typescript-sdk/issues/128,https://github.com/modelcontextprotocol/typescript-sdk/pull/131,Fix attempted double registration of completion handlers,Deployment Failure,Deployment Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-01-21T21:30:51Z,2025-01-22T11:44:12Z,0.59,1,73,3
Token endpoint returns incorrect error code for client authentication failures,https://github.com/modelcontextprotocol/python-sdk/issues/1480,https://github.com/modelcontextprotocol/python-sdk/pull/1481,fix: Token endpoint response for invalid_client,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/python-sdk,2025-10-14T17:55:53Z,2025-12-19T18:19:02Z,66.02,0,69,2
SSEClientTransport's custom header support seems inconsistent,https://github.com/modelcontextprotocol/typescript-sdk/issues/317,https://github.com/modelcontextprotocol/typescript-sdk/pull/318,add custom headers on initial _startOrAuth call,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/typescript-sdk,2025-04-11T22:34:42Z,2025-07-07T18:54:45Z,86.85,2,46,2
Cannot handle `Unexpected content type` when initializing MCP session,https://github.com/modelcontextprotocol/python-sdk/issues/1382,https://github.com/modelcontextprotocol/python-sdk/pull/2005,fix: send JSONRPCError instead of bare exceptions in streamable HTTP client,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-09-19T23:08:00Z,2026-02-09T10:38:47Z,142.48,2,278,3
Quickstart example fails,https://github.com/modelcontextprotocol/typescript-sdk/issues/123,https://github.com/modelcontextprotocol/typescript-sdk/pull/125,Fix README examples not using `ResourceTemplate` class,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/typescript-sdk,2025-01-21T02:35:11Z,2025-01-21T11:59:51Z,0.39,2,10,1
streamable_http client call_tool hangs when receiving invalid JSONRPCMessage,https://github.com/modelcontextprotocol/python-sdk/issues/1144,https://github.com/modelcontextprotocol/python-sdk/pull/2005,fix: send JSONRPCError instead of bare exceptions in streamable HTTP client,Execution Hang/Poor Performance,Connection Hang,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-07-15T02:32:44Z,2026-02-09T10:38:48Z,209.34,10,278,3
Unable to cleanly shutdown/close MCP Server,https://github.com/modelcontextprotocol/typescript-sdk/issues/113,https://github.com/modelcontextprotocol/typescript-sdk/pull/115,Added clean shutdown + tests,Execution Hang/Poor Performance,Connection Hang,Performance & Resource Defects,Concurrency/Asynchronous Issue,modelcontextprotocol/typescript-sdk,2025-01-01T22:54:00Z,2025-01-08T18:07:30Z,6.8,0,39,2
`isError` is a required property when building a `CallToolResult`,https://github.com/modelcontextprotocol/typescript-sdk/issues/43,https://github.com/modelcontextprotocol/typescript-sdk/pull/50,`CallToolResult.isError` should not be required,Execution Error,Data Validation Failure,Framework Implementation Defects,Type Error,modelcontextprotocol/typescript-sdk,2024-11-08T16:58:06Z,2024-11-12T13:48:44Z,3.87,0,7,2
BUG REPORT: HTTP errors are being silently swallowed in the StreamableHTTP client,https://github.com/modelcontextprotocol/python-sdk/issues/1010,https://github.com/modelcontextprotocol/python-sdk/pull/2047,fix: handle HTTP error status codes in streamable HTTP client,Execution Hang/Poor Performance,Connection Hang,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2025-06-23T19:49:05Z,2026-02-14T08:49:43Z,235.54,2,61,2
Context.log does not actually accept or pass forward extra kwargs,https://github.com/modelcontextprotocol/python-sdk/issues/565,https://github.com/modelcontextprotocol/python-sdk/pull/1535,fix: Include extra field for context log,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/python-sdk,2025-04-22T20:04:43Z,2025-12-19T17:54:04Z,240.91,2,73,2
CompatibilityCallToolResultSchema should be set based on protocol version,https://github.com/modelcontextprotocol/typescript-sdk/issues/82,https://github.com/modelcontextprotocol/typescript-sdk/pull/83,Remove `CompatibilityCallToolResult`,Execution Error,Data Validation Failure,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/typescript-sdk,2024-11-28T10:46:51Z,2024-12-04T14:14:57Z,6.14,0,17,2
Race condition between transport start and server connection,https://github.com/modelcontextprotocol/typescript-sdk/issues/2,https://github.com/modelcontextprotocol/typescript-sdk/pull/14,Fix race condition between transport start and initialization,Negotiation Failure,Transport Layer Error,Performance & Resource Defects,Concurrency/Asynchronous Issue,modelcontextprotocol/typescript-sdk,2024-09-25T11:57:20Z,2024-10-16T17:24:44Z,21.23,0,273,39
`params` required to be specified even when empty,https://github.com/modelcontextprotocol/typescript-sdk/issues/21,https://github.com/modelcontextprotocol/typescript-sdk/pull/32,Fix `params` being required on paginated requests,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,modelcontextprotocol/typescript-sdk,2024-10-18T13:28:50Z,2024-11-04T21:22:47Z,17.33,0,11,2
Leaking STDIO client: Unclosed <MemoryObjectReceiveStream>,https://github.com/modelcontextprotocol/python-sdk/issues/169,https://github.com/modelcontextprotocol/python-sdk/pull/515,Properly clean up response streams in BaseSession,Unexpected Side Effects,User Extensibility Issue,Performance & Resource Defects,Low-Performance Implementation,modelcontextprotocol/python-sdk,2025-01-24T13:23:21Z,2025-05-01T13:45:49Z,97.02,1,144,2
"Python SDK incorrectly validates Resource URIs as strict URLs, breaking relative paths",https://github.com/modelcontextprotocol/python-sdk/issues/1574,https://github.com/modelcontextprotocol/python-sdk/pull/1863,fix: change Resource URI fields from AnyUrl to str,Execution Error,Data Validation Failure,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/python-sdk,2025-11-04T14:36:27Z,2026-01-16T08:58:58Z,72.77,3,522,29
StreamableHTTPSessionManager returns 400 instead of 404 for unknown session ID,https://github.com/modelcontextprotocol/python-sdk/issues/1727,https://github.com/modelcontextprotocol/python-sdk/pull/1808,fix: return HTTP 404 for unknown session IDs instead of 400,Execution Error,Documentation-Behavior Mismatch,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/python-sdk,2025-12-05T14:10:38Z,2025-12-31T14:06:13Z,26,1,71,2
Random error thrown on response,https://github.com/modelcontextprotocol/python-sdk/issues/88,https://github.com/modelcontextprotocol/python-sdk/pull/167,feat: add request cancellation and cleanup,Connection Termination,Connection Termination,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/python-sdk,2024-12-04T09:45:48Z,2025-02-04T20:23:06Z,62.44,10,392,5
